Customer,State,Response,Coverage,Education,Effective To Date,Gender,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,EmploymentStatus,Income
PB93081,California,No,Premium,High School or Below,2/10/2011,M,Rural,Married,160.0,32.0,33.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Branch,323.1897,SUV,Small,Employed,41195
ZE49470,California,No,Basic,Master,1/28/2011,F,Urban,Single,119.0,5.0,85.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,388.313599,SUV,Large,Employed,76194
QW72605,California,No,Extended,Bachelor,1/27/2011,F,Suburban,Single,138.0,11.0,84.0,0.0,9.0,Personal Auto,Personal L2,Offer2,Call Center,666.977979,SUV,Large,Unemployed,0
MG53211,California,No,Extended,College,1/8/2011,F,Urban,Single,82.0,11.0,62.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Branch,278.735779,Four-Door Car,Medsize,Employed,60097
YB49540,California,No,Basic,College,1/19/2011,F,Suburban,Married,65.0,5.0,36.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,324.99944,Four-Door Car,Medsize,Employed,95017
FY77803,California,No,,High School or Below,1/11/2011,F,Suburban,Married,68.0,34.0,31.0,0.0,2.0,Corporate Auto,Corporate L1,Offer4,Call Center,326.4,Four-Door Car,Medsize,Unemployed,0
KX64629,California,No,Basic,College,1/18/2011,F,Suburban,Single,64.0,3.0,26.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,744.924331,Four-Door Car,Medsize,Unemployed,0
IN28584,California,No,Extended,Bachelor,1/2/2011,F,Rural,Married,137.0,6.0,14.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,75.663572,SUV,Medsize,Employed,83547
FP66891,California,No,Basic,Bachelor,1/17/2011,M,Suburban,Single,65.0,18.0,63.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,319.49223,Four-Door Car,Large,Unemployed,0
TT97465,California,No,Basic,College,2/15/2011,M,Suburban,Married,62.0,18.0,57.0,1.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,298.430234,Four-Door Car,Medsize,Employed,57561
AM88377,California,No,Basic,Bachelor,2/23/2011,F,Suburban,Married,65.0,17.0,99.0,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Branch,455.654032,Two-Door Car,Medsize,Retired,10180
JA47688,California,No,Extended,Master,2/27/2011,M,Suburban,Single,90.0,25.0,20.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,502.873215,Two-Door Car,Medsize,Employed,40658
GP87031,California,No,Extended,College,1/30/2011,F,Suburban,Divorced,86.0,7.0,17.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,412.8,Four-Door Car,Small,Medical Leave,23554
ZV43350,California,No,Premium,Bachelor,2/11/2011,F,Suburban,Married,119.0,30.0,95.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,571.2,Four-Door Car,Medsize,Unemployed,0
TG37259,California,No,Extended,Master,1/22/2011,M,Suburban,Married,85.0,12.0,7.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,408.0,Four-Door Car,Medsize,Employed,28989
KM22467,California,No,Basic,Bachelor,1/6/2011,M,Suburban,Married,69.0,35.0,87.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,441.951758,Two-Door Car,Medsize,Employed,55898
JB32090,California,No,Extended,High School or Below,1/6/2011,F,Suburban,Married,76.0,11.0,78.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,364.8,Two-Door Car,Medsize,Employed,53441
EY78874,California,No,Basic,Doctor,2/11/2011,M,Suburban,Married,71.0,9.0,76.0,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Agent,350.143872,Four-Door Car,Small,Medical Leave,20848
ZT60177,California,No,Basic,High School or Below,2/20/2011,F,Suburban,Single,108.0,4.0,29.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,932.654942,Sports Car,Medsize,Unemployed,0
RV92809,California,Yes,Basic,College,2/5/2011,M,Suburban,Married,73.0,17.0,64.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize,Medical Leave,22520
VI69768,California,No,Basic,Bachelor,1/25/2011,M,Suburban,Married,119.0,25.0,49.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Call Center,849.208601,SUV,Small,Employed,69781
NP40205,California,No,Extended,Bachelor,2/3/2011,M,Rural,Married,98.0,24.0,24.0,0.0,7.0,Corporate Auto,Corporate L3,Offer2,Branch,11.549207,Four-Door Car,Small,Employed,99711
LZ56963,California,No,Basic,College,1/8/2011,F,Suburban,Single,112.0,8.0,22.0,1.0,4.0,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Small,Employed,25785
CO56168,California,No,Basic,High School or Below,1/24/2011,M,Urban,Married,100.0,20.0,62.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,441.988868,SUV,Small,Employed,62638
HJ64239,California,No,Basic,College,1/1/2011,F,Suburban,Single,113.0,25.0,55.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,813.6,SUV,Medsize,Unemployed,0
WX80471,California,No,Extended,High School or Below,1/27/2011,M,Rural,Married,84.0,0.0,70.0,0.0,6.0,Personal Auto,Personal L2,Offer3,Branch,145.448401,Two-Door Car,Medsize,Employed,56875
EH51056,California,No,Basic,High School or Below,1/20/2011,M,Suburban,Married,68.0,24.0,2.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,578.945761,Two-Door Car,Small,Employed,93102
DK19711,California,No,Basic,College,1/30/2011,M,Urban,Divorced,71.0,29.0,58.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,228.515513,Four-Door Car,Medsize,Employed,25564
ZJ71004,California,No,Basic,Bachelor,1/20/2011,F,Rural,Married,62.0,1.0,53.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Web,108.892382,Four-Door Car,Medsize,Employed,29918
CE68841,California,No,Basic,Bachelor,1/15/2011,F,Rural,Married,102.0,3.0,13.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Agent,34.235959,SUV,Medsize,Employed,95891
HX41374,California,No,Extended,High School or Below,1/14/2011,M,Rural,Married,127.0,6.0,77.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,276.503559,SUV,Medsize,Employed,72988
QE13586,California,Yes,Extended,High School or Below,1/7/2011,M,Suburban,Married,80.0,5.0,72.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,Employed,44368
PA20570,California,No,Extended,Bachelor,2/2/2011,M,Suburban,Married,82.0,0.0,79.0,0.0,7.0,Personal Auto,Personal L1,Offer4,Agent,464.714188,Four-Door Car,Medsize,Employed,84146
MB91424,California,No,Basic,College,2/10/2011,M,Suburban,Married,63.0,14.0,60.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Branch,302.4,Four-Door Car,Medsize,Employed,36259
QW98193,California,No,Basic,College,1/27/2011,M,Suburban,Single,101.0,32.0,65.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Branch,617.650751,SUV,Medsize,Employed,56480
TS53731,California,No,Basic,College,2/20/2011,F,Rural,Married,107.0,29.0,50.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Call Center,9.275859,SUV,Medsize,Employed,79674
WK55963,California,No,Basic,College,1/2/2011,M,Suburban,Married,68.0,2.0,75.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Web,413.25233,Two-Door Car,Medsize,Employed,61036
CE71123,California,No,Basic,Bachelor,2/20/2011,F,Rural,Single,110.0,18.0,79.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,113.804117,SUV,Small,Employed,33235
KK38827,California,Yes,Basic,Master,1/17/2011,F,Suburban,Single,107.0,28.0,23.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large,Employed,29462
YH81239,California,No,Extended,High School or Below,1/13/2011,M,Suburban,Divorced,82.0,6.0,86.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Call Center,393.6,Four-Door Car,Medsize,Employed,48131
MD32702,California,No,Basic,Bachelor,1/6/2011,F,Suburban,Single,109.0,25.0,21.0,1.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize,Unemployed,0
UK79109,California,Yes,Basic,College,1/11/2011,M,Suburban,Married,116.0,11.0,42.0,0.0,5.0,Corporate Auto,Corporate L1,Offer2,Call Center,556.8,SUV,Medsize,Employed,37937
TV37646,California,No,Basic,College,2/12/2011,F,Suburban,Married,119.0,22.0,33.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,755.19863,SUV,Small,Employed,70012
QS35019,California,Yes,Premium,Master,1/26/2011,M,Rural,Married,119.0,25.0,89.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,Employed,60880
RJ62038,California,No,Extended,High School or Below,2/26/2011,M,Suburban,Single,82.0,34.0,5.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,590.4,Four-Door Car,Small,Unemployed,0
VX94337,California,No,Basic,High School or Below,2/14/2011,M,Suburban,Divorced,113.0,27.0,91.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Call Center,542.4,SUV,Medsize,Employed,59762
GM54723,California,No,Basic,Bachelor,2/2/2011,,Suburban,Single,65.0,19.0,87.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,Small,Unemployed,0
ET39822,California,Yes,Basic,Bachelor,1/25/2011,F,Rural,Married,69.0,14.0,94.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,159.383042,Two-Door Car,Medsize,Employed,62902
WA94988,California,No,Extended,Bachelor,2/3/2011,F,Suburban,Single,124.0,25.0,15.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Call Center,681.577742,Sports Car,Small,Employed,57245
WZ23060,California,No,Premium,Bachelor,2/16/2011,F,Suburban,Married,174.0,4.0,34.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,835.2,SUV,Medsize,Employed,39040
HK84372,California,No,Basic,High School or Below,2/6/2011,M,Suburban,Single,70.0,14.0,95.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,504.0,Four-Door Car,Small,Unemployed,0
WG28563,California,No,Basic,Doctor,1/4/2011,F,Rural,Married,68.0,15.0,82.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,77.695518,Four-Door Car,Medsize,Employed,70914
KE70943,California,No,Extended,College,1/20/2011,F,Suburban,Divorced,126.0,6.0,91.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Web,604.8,SUV,Medsize,Employed,97238
LD76400,California,No,Extended,Bachelor,1/31/2011,F,Suburban,Married,132.0,3.0,85.0,0.0,2.0,Corporate Auto,Corporate L1,Offer3,Agent,909.876614,SUV,Medsize,Employed,42522
DR54244,California,No,Basic,High School or Below,2/4/2011,F,Suburban,Married,67.0,16.0,66.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Medsize,Unemployed,0
FV63234,California,No,Basic,Bachelor,2/28/2011,F,Suburban,Divorced,67.0,3.0,69.0,0.0,7.0,Personal Auto,Personal L2,Offer2,Branch,321.6,Four-Door Car,Medsize,Unemployed,0
IV60781,California,Yes,Extended,Doctor,1/8/2011,F,Suburban,Married,99.0,9.0,17.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize,Employed,37384
AK59340,California,No,Basic,High School or Below,1/5/2011,M,Rural,Single,71.0,29.0,62.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Branch,99.509191,Four-Door Car,Medsize,Employed,42360
NF78904,California,No,Basic,Bachelor,1/12/2011,F,Rural,Married,61.0,1.0,21.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,10.475529,Four-Door Car,Medsize,Employed,67871
IS55638,California,No,Basic,College,2/18/2011,F,Suburban,Married,64.0,34.0,5.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,319.710124,Two-Door Car,Medsize,Employed,29932
RD40721,California,No,Extended,High School or Below,1/11/2011,M,Suburban,Divorced,78.0,14.0,68.0,0.0,5.0,Corporate Auto,Corporate L3,Offer3,Agent,748.774773,Four-Door Car,Medsize,Unemployed,0
ZF70768,California,No,Premium,High School or Below,1/1/2011,M,Rural,Married,101.0,16.0,37.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,179.430114,Two-Door Car,Large,Employed,82758
FH68849,California,No,Basic,Bachelor,1/23/2011,F,Suburban,Single,117.0,13.0,47.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,842.4,SUV,Medsize,Unemployed,0
ZO42514,California,No,Premium,Bachelor,2/26/2011,F,Urban,Divorced,114.0,33.0,38.0,0.0,9.0,Personal Auto,Personal L3,Offer3,Agent,491.027024,Two-Door Car,Medsize,Employed,96331
FR66336,California,Yes,Basic,High School or Below,2/21/2011,M,Suburban,Married,73.0,17.0,44.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize,Unemployed,0
MQ84363,California,No,Extended,Bachelor,2/28/2011,M,Urban,Divorced,94.0,12.0,75.0,1.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,318.882053,Four-Door Car,Medsize,Employed,58971
UC75204,California,No,Basic,High School or Below,2/11/2011,F,Suburban,Single,186.0,11.0,31.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,1339.2,Luxury SUV,Small,Unemployed,0
WN56695,California,No,Premium,College,2/11/2011,M,Suburban,Married,118.0,30.0,52.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Medsize,Unemployed,0
MF59279,California,No,Basic,Bachelor,2/15/2011,M,Suburban,Single,63.0,26.0,78.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Agent,302.4,Two-Door Car,Small,Unemployed,0
US30122,California,No,Basic,College,2/28/2011,M,Suburban,Single,198.0,2.0,75.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Branch,2275.265075,Luxury Car,Medsize,Unemployed,0
IM15403,California,No,Extended,College,2/1/2011,M,Urban,Divorced,81.0,2.0,27.0,0.0,2.0,Corporate Auto,Corporate L2,Offer3,Agent,333.478333,Two-Door Car,Medsize,Employed,44980
IH18704,California,No,Basic,Master,1/30/2011,M,Suburban,Married,112.0,3.0,43.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,537.6,SUV,Medsize,Disabled,23566
FP27229,California,No,Extended,College,1/5/2011,F,Suburban,Single,86.0,29.0,68.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,412.8,Four-Door Car,Medsize,Employed,54603
ZA60820,California,No,Basic,High School or Below,1/14/2011,M,Suburban,Single,67.0,7.0,72.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,482.4,Two-Door Car,Medsize,Unemployed,0
WT65970,California,No,Extended,High School or Below,1/2/2011,F,Suburban,Single,99.0,0.0,53.0,0.0,5.0,Personal Auto,Personal L2,Offer1,Agent,715.039363,Four-Door Car,Medsize,Unemployed,0
IX10511,California,No,Basic,College,2/8/2011,M,Suburban,Single,117.0,11.0,29.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,842.4,Sports Car,Medsize,Unemployed,0
XB71208,California,No,Basic,College,2/14/2011,F,Urban,Single,69.0,2.0,76.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,296.995798,Four-Door Car,Medsize,Employed,96314
QI99143,California,No,Extended,Bachelor,1/28/2011,F,Urban,Married,78.0,14.0,42.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Agent,289.386343,Four-Door Car,Medsize,Employed,31168
XQ19310,California,No,Basic,High School or Below,1/16/2011,F,Suburban,Single,71.0,16.0,4.0,0.0,5.0,Personal Auto,Personal L3,Offer2,Call Center,358.985713,Two-Door Car,Medsize,Unemployed,0
HK40573,California,No,Extended,College,1/8/2011,M,Urban,Married,121.0,22.0,25.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,403.737293,SUV,Medsize,Employed,52174
NN65590,California,No,Basic,College,2/10/2011,F,Suburban,Single,69.0,23.0,35.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Web,331.2,Four-Door Car,Medsize,Employed,72335
NG15940,California,No,Basic,High School or Below,1/16/2011,M,Suburban,Single,62.0,25.0,79.0,1.0,3.0,Corporate Auto,Corporate L3,Offer3,Agent,552.845318,Four-Door Car,Medsize,Unemployed,0
UE96503,California,No,Basic,Doctor,2/5/2011,M,Suburban,Married,73.0,1.0,60.0,0.0,5.0,Corporate Auto,Corporate L2,Offer4,Web,350.4,Four-Door Car,Medsize,Unemployed,0
AE90216,California,Yes,Basic,Bachelor,1/18/2011,M,Suburban,Divorced,65.0,5.0,68.0,3.0,9.0,Personal Auto,Personal L2,Offer2,Branch,467.803638,Two-Door Car,Medsize,Employed,75644
LJ20215,California,No,Extended,High School or Below,1/23/2011,F,Suburban,Single,95.0,18.0,75.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,679.052398,Four-Door Car,Medsize,Unemployed,0
PF78020,California,No,Basic,College,2/15/2011,M,Suburban,Married,71.0,0.0,28.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,371.679189,Four-Door Car,Small,Employed,20075
IU71285,California,No,Extended,Bachelor,1/16/2011,F,Rural,Divorced,89.0,15.0,94.0,1.0,3.0,Personal Auto,Personal L2,Offer1,Call Center,75.110004,Two-Door Car,Large,Employed,33786
RM93459,California,Yes,Basic,College,2/28/2011,M,Suburban,Divorced,73.0,9.0,94.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,Unemployed,0
XV53963,California,No,Extended,High School or Below,1/10/2011,M,Suburban,Married,138.0,4.0,50.0,1.0,7.0,Personal Auto,Personal L3,Offer2,Web,662.4,SUV,Medsize,Employed,96721
ZK71157,California,No,Basic,Bachelor,2/27/2011,F,Urban,Single,69.0,13.0,84.0,0.0,6.0,Corporate Auto,Corporate L1,Offer2,Call Center,294.591676,Four-Door Car,Medsize,Employed,40833
FS31523,California,No,Extended,High School or Below,2/1/2011,F,Suburban,Married,122.0,32.0,6.0,2.0,7.0,Personal Auto,Personal L3,Offer2,Call Center,585.6,SUV,Small,Unemployed,0
NH99355,California,No,Basic,High School or Below,1/6/2011,M,Suburban,Married,62.0,29.0,59.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Call Center,297.6,Four-Door Car,Medsize,Unemployed,0
EZ11341,California,No,Basic,College,1/20/2011,M,Rural,Single,68.0,34.0,9.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Branch,32.714226,Two-Door Car,Medsize,Employed,85210
QE52050,California,Yes,Extended,Bachelor,1/19/2011,F,Suburban,Married,76.0,8.0,44.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,364.8,Four-Door Car,Small,Unemployed,0
YT92071,California,No,Basic,Master,1/30/2011,F,Suburban,Divorced,66.0,28.0,51.0,0.0,3.0,Corporate Auto,Corporate L2,Offer3,Web,439.762045,Four-Door Car,Medsize,Employed,44851
LO14234,California,No,Premium,High School or Below,1/10/2011,M,Suburban,Single,174.0,13.0,30.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Agent,1724.234933,SUV,Medsize,Unemployed,0
HH49378,California,No,Basic,Master,2/20/2011,M,Rural,Married,111.0,35.0,10.0,2.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,218.395525,Sports Car,Medsize,Employed,69872
JY66887,California,No,Extended,High School or Below,2/27/2011,F,Suburban,Single,247.0,5.0,12.0,3.0,5.0,Personal Auto,Personal L2,Offer2,Branch,1778.4,Luxury Car,Medsize,Unemployed,0
HZ39601,California,No,Extended,College,2/21/2011,F,Suburban,Divorced,122.0,10.0,24.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,585.6,SUV,Medsize,Retired,26708
TV35668,California,Yes,Basic,College,2/2/2011,F,Suburban,Married,71.0,29.0,70.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,398.502948,Four-Door Car,Medsize,Medical Leave,17576
BK83393,California,No,Basic,Bachelor,2/11/2011,F,Urban,Divorced,116.0,18.0,75.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,412.471,SUV,Medsize,Employed,55475
ZN98560,California,No,Basic,College,2/12/2011,M,Rural,Married,111.0,22.0,21.0,0.0,8.0,Corporate Auto,Corporate L1,Offer1,Branch,190.120714,SUV,Medsize,Unemployed,0
ZR81759,California,No,Basic,Master,2/2/2011,M,Urban,Married,70.0,13.0,51.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,278.208622,Two-Door Car,Medsize,Employed,35855
SV46904,California,No,Extended,High School or Below,1/24/2011,F,Suburban,Single,98.0,26.0,31.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Agent,1032.329445,Four-Door Car,Medsize,Unemployed,0
YN69214,California,No,Basic,Bachelor,1/14/2011,M,Suburban,Single,73.0,3.0,73.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,617.705323,Four-Door Car,Medsize,Unemployed,0
ZI69514,California,No,Basic,College,1/24/2011,M,Rural,Married,64.0,28.0,48.0,4.0,3.0,Corporate Auto,,Offer3,Agent,119.587974,Four-Door Car,Medsize,Employed,63391
NL33789,California,No,Basic,Bachelor,1/20/2011,F,Rural,Divorced,103.0,3.0,62.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,98.991733,SUV,Medsize,Employed,53093
LU53495,California,No,Basic,College,1/3/2011,M,Rural,Married,73.0,1.0,74.0,1.0,1.0,Personal Auto,Personal L2,Offer3,Branch,101.753098,Four-Door Car,Medsize,Employed,65412
HN89408,California,No,Premium,College,1/12/2011,M,Suburban,Single,107.0,32.0,43.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,770.4,Four-Door Car,Medsize,Unemployed,0
PF71940,California,No,Extended,Bachelor,1/3/2011,F,Suburban,Single,136.0,8.0,2.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,979.2,SUV,Small,Unemployed,0
VJ49806,California,No,Basic,College,2/12/2011,M,Suburban,Single,61.0,2.0,81.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,380.069056,Two-Door Car,Medsize,Unemployed,0
GY40926,California,No,Basic,College,1/26/2011,M,Suburban,Married,66.0,16.0,35.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,316.8,Four-Door Car,Medsize,Employed,37073
II32272,California,No,Extended,High School or Below,2/17/2011,F,Suburban,Married,129.0,0.0,62.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Call Center,928.8,Sports Car,Medsize,Disabled,19359
NG68910,California,No,Basic,High School or Below,2/20/2011,M,Suburban,Married,113.0,7.0,19.0,0.0,3.0,Corporate Auto,Corporate L1,Offer4,Agent,542.4,SUV,Medsize,Employed,46814
XK43825,California,No,Basic,College,2/25/2011,M,Suburban,Married,68.0,10.0,48.0,1.0,3.0,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize,Unemployed,0
LA29810,California,No,Extended,College,2/23/2011,F,Suburban,Married,79.0,23.0,21.0,3.0,8.0,Personal Auto,Personal L2,Offer2,Branch,379.2,Four-Door Car,Medsize,Employed,68332
BU71528,California,No,Premium,College,2/1/2011,M,Suburban,Married,105.0,1.0,11.0,0.0,5.0,Personal Auto,Personal L1,Offer2,Call Center,638.543326,Four-Door Car,Small,Disabled,17301
OM73267,California,No,Basic,High School or Below,1/11/2011,F,Suburban,Married,65.0,17.0,97.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Call Center,312.0,Four-Door Car,Medsize,Employed,69545
IW72280,California,No,Basic,Doctor,2/14/2011,F,Urban,Married,63.0,8.0,99.0,3.0,4.0,Corporate Auto,Corporate L2,Offer2,Branch,287.556107,Four-Door Car,Medsize,Employed,37405
PH47195,California,No,Extended,Bachelor,2/20/2011,M,Rural,Divorced,136.0,1.0,79.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,174.327925,Sports Car,Medsize,Employed,74271
